Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Space_heating,Appliances,Lighting
56.2,75.4,68.1,51.4,56.39,1069.582,4656.4,1029.0,2550.0,6419.0,5110.347333333333,11856.510033333334,636.2930333333333
56.9,68.9,63.1,53.9,72.48,794.382,3529.2,0.0,633.0,4427.0,5248.494,7548.979,127.11309999999999
61.9,65.8,63.9,56.2,76.33,1288.17,5607.4,3775.0,1968.0,6604.0,5920.11,14027.6081,1230.2241
68.6,83.1,77.9,58.8,52.86,917.024,4050.0,862.0,632.0,5585.0,5310.334666666667,9362.125266666666,336.39566666666667
70.0,78.2,74.3,58.4,58.23,853.674,3831.2,830.0,695.0,4176.0,5453.718,8091.0707999999995,338.8175
69.5,83.9,78.9,58.0,49.77,719.632,3277.8,848.0,694.0,3335.0,4545.857333333333,6819.220133333333,336.0015333333333
67.4,82.2,74.9,59.8,60.71,757.082,3437.0,909.0,671.0,4628.0,4159.340666666667,7909.306066666666,344.14556666666664
67.9,71.8,69.9,59.7,70.19,677.886,3087.2,1068.0,703.0,3130.0,4091.402,6561.2314,387.04449999999997
68.0,85.9,77.7,58.6,52.84,1110.422,4970.4,2111.0,2418.0,4765.0,5902.680666666666,11353.347366666667,887.9475666666666
69.2,80.9,75.2,60.8,61.61,1060.248,4739.8,428.0,512.0,7756.0,5874.616,11336.283599999999,218.52679999999998
75.2,93.8,86.4,59.3,41.93,1375.7740000000001,6082.0,7091.0,2136.0,5563.0,5269.051333333333,15335.159033333333,2053.315833333333
75.5,87.9,82.4,60.2,47.9,991.018,4429.4,1747.0,1288.0,3847.0,6127.559333333334,9321.170433333333,647.7720333333333
66.9,69.0,68.0,60.0,75.7,825.284,3673.4,0.0,1607.0,5599.0,4284.174666666667,9040.518366666667,251.61706666666666
69.5,84.0,77.9,58.0,51.38,472.56,2130.2,0.0,151.0,2333.0,3436.36,4163.3507,47.526199999999996
67.4,76.3,71.2,66.7,85.99,924.5,4087.0,975.0,3633.0,4346.0,4175.526666666667,10250.731766666666,763.8162666666666
66.1,86.2,78.2,64.5,65.04,1202.514,5217.6,1837.0,49.0,7157.0,7105.598,12048.321,507.6919
63.4,72.7,67.7,56.2,67.18,1621.862,7116.0,907.0,10265.0,6559.0,6028.380666666667,19033.535466666668,1664.8127666666664
62.2,64.1,63.1,58.4,84.66,321.116,1488.2,0.0,0.0,1288.0,2571.1586666666667,2571.114866666667,20.319666666666667
60.9,72.8,68.2,56.2,66.29,466.816,2112.8,0.0,0.0,2528.0,3357.5253333333335,4182.856533333334,26.261333333333333
65.4,70.3,68.0,61.2,78.84,812.332,3603.6,3277.0,0.0,3575.0,4288.857333333333,8161.781133333333,829.0899333333333
67.8,94.9,84.3,62.1,50.48,1060.338,4616.6,1583.0,0.0,9812.0,4284.406,12961.303699999999,415.7389
72.4,89.3,81.7,60.5,50.41,1019.416,4445.4,482.0,0.0,6869.0,6251.105333333333,10262.141933333332,165.22593333333333
64.1,66.6,65.4,55.8,71.26,1063.364,4618.4,958.0,0.0,9139.0,5093.514666666667,12245.199066666666,270.73106666666666
63.6,79.7,73.3,51.4,48.33,1144.99,4971.4,552.0,398.0,7966.0,6622.283333333333,11918.854833333333,239.06903333333332
63.9,78.1,71.4,53.9,54.82,787.098,3509.0,169.0,0.0,6647.0,4173.306,8746.2079,72.54469999999999
62.8,71.6,68.1,56.6,67.04,1089.72,4776.6,1096.0,0.0,7985.0,5949.62,11661.6282,311.5138
62.7,63.2,63.0,61.3,94.48,1483.58,6373.4,437.0,2168.0,9042.0,8470.866666666667,15355.378666666666,466.78186666666664
58.9,71.6,66.6,53.8,64.74,1125.482,4868.0,1055.0,1111.0,9660.0,4684.260666666667,13577.231266666666,442.13236666666666
61.6,71.0,65.7,56.7,72.89,1071.68,4712.2,182.0,4515.0,6646.0,4307.206666666667,12723.143566666666,691.7242666666666
57.0,71.8,66.1,51.3,60.67,1028.01,4506.8,336.0,2651.0,8287.0,3964.37,12655.401399999999,471.94449999999995
58.7,71.2,65.1,48.9,56.45,1091.65,4731.4,1180.0,910.0,10339.0,3987.963333333333,13804.664833333332,439.27183333333335
63.0,65.0,64.0,57.5,79.3,1241.904,5389.6,1123.0,1156.0,8582.0,6442.468,13514.900599999999,479.29859999999996
55.9,69.4,64.2,49.3,59.88,1153.012,4966.2,93.0,476.0,11101.0,5123.097333333333,13930.493533333332,125.14593333333333
55.2,67.3,61.8,48.6,62.8,941.1899999999999,4110.0,951.0,685.0,6256.0,5082.83,10013.564199999999,363.1723
59.0,80.4,73.6,51.9,48.93,1191.86,5100.6,338.0,508.0,9787.0,6114.906666666667,13368.877866666666,197.41266666666667
62.5,81.8,73.7,52.4,49.43,958.496,4095.2,962.0,0.0,7476.0,4971.938666666667,10563.730266666666,271.25826666666666
62.3,64.8,63.5,58.3,83.31,1009.8919999999999,4293.4,244.0,0.0,7769.0,5778.250666666667,10718.155866666666,103.33586666666667
67.9,73.7,70.4,60.9,72.21,347.96,1553.6,0.0,0.0,1830.0,2534.1866666666665,3080.9586666666664,19.846666666666668
61.3,67.0,64.0,56.2,75.91,1422.294,6137.2,1025.0,8912.0,5989.0,5062.478,16904.3797,1501.5789
56.1,76.2,68.8,49.1,51.92,1338.842,5707.2,1032.0,6965.0,7383.0,4594.420666666667,16348.657466666667,1233.8727666666666
59.6,74.9,68.5,48.8,50.62,642.556,2824.0,0.0,38.0,3296.0,4704.5053333333335,5653.5961333333335,42.05193333333333
62.3,66.9,64.6,51.8,63.26,1209.808,5142.6,3048.0,1836.0,7241.0,5273.489333333333,13653.928733333334,1030.3099333333332
62.7,83.4,74.6,52.6,47.77,1112.312,4795.6,2502.0,259.0,5342.0,6683.710666666667,10746.908766666667,694.9390666666666
63.9,66.0,64.7,57.1,76.42,1656.214,7106.6,1891.0,3782.0,9944.0,7829.431333333333,18402.344233333333,1034.1760333333332
53.6,57.4,55.6,53.7,93.21,1150.88,5117.4,4149.0,2191.0,5678.0,4668.386666666666,12960.054166666667,1341.6080666666667
55.4,68.7,61.9,56.6,83.22,1314.906,5778.2,1541.0,3645.0,5658.0,7090.402,13459.9384,925.9593
60.3,62.8,61.6,54.5,77.67,1211.73,5315.4,2305.0,1229.0,6344.0,6650.61,12396.1048,778.6313
58.1,73.0,66.9,53.9,65.05,997.004,4314.4,1038.0,2468.0,5483.0,4948.514666666667,10796.644666666667,626.3066666666666
57.9,67.1,61.8,55.9,81.32,747.992,3282.6,957.0,562.0,4932.0,3926.9106666666667,8029.235866666667,338.9816666666666
56.2,75.7,69.3,51.1,54.07,1202.458,5190.2,3822.0,2580.0,4221.0,6007.979333333334,12311.975833333334,1326.4674333333332
61.9,70.8,66.0,58.9,78.39,1279.822,5455.4,1200.0,666.0,8738.0,6999.867333333334,13587.170433333333,435.7010333333333
53.3,56.5,54.9,43.6,65.71,1701.486,7294.2,2497.0,569.0,9733.0,10035.962,17008.4764,761.5649
53.4,72.2,63.6,51.7,66.69,1662.468,7224.8,3613.0,1617.0,8806.0,8828.756,17237.1031,1165.8308
56.9,69.1,62.9,53.5,72.4,1038.922,4508.2,621.0,2515.0,5323.0,5703.867333333334,10751.602933333334,537.6036333333333
62.2,80.7,72.1,58.9,64.37,1584.944,6848.6,2928.0,3501.0,9821.0,6695.594666666667,18245.148766666665,1238.5832666666665
63.1,66.9,65.0,57.4,76.54,1236.572,5324.6,0.0,4144.0,6705.0,6319.730666666666,13351.441866666666,613.2154666666667
63.4,71.9,66.1,56.1,70.72,901.474,3963.2,0.0,3888.0,3461.0,4897.291333333334,9238.376233333332,567.9234333333333
53.4,61.3,56.5,47.5,72.28,1336.496,5770.4,3632.0,551.0,9388.0,5771.958666666666,15335.643966666667,1000.4154666666666
54.1,70.8,65.6,43.7,46.2,1469.752,6324.4,3339.0,1801.0,9164.0,6685.517333333333,16441.980233333332,1106.9647333333332
52.7,59.6,56.0,48.3,75.86,1679.502,7277.8,2184.0,4438.0,9233.0,7894.074,18530.2273,1195.4143
53.8,55.3,54.6,50.6,86.3,1117.376,4843.8,935.0,595.0,5613.0,7342.078666666666,10451.570366666667,365.45666666666665
55.3,60.3,57.7,51.1,78.6,983.572,4251.0,943.0,550.0,5792.0,5878.557333333333,9845.100333333334,349.4097333333333
54.2,57.5,55.7,52.7,89.74,1287.764,5558.4,0.0,3217.0,7755.0,6814.4546666666665,13828.065366666666,490.60906666666665
54.5,65.6,59.6,58.0,94.43,1146.382,4988.8,1175.0,2523.0,3853.0,7318.4473333333335,10569.464333333333,686.6994333333333
57.6,59.8,59.0,56.8,92.43,1135.47,4960.4,901.0,676.0,5804.0,7389.13,10706.1719,368.5515
52.0,53.5,52.7,48.9,86.62,1095.312,4720.6,0.0,1449.0,6464.0,6670.724,10968.1227,249.0648
55.6,59.4,57.5,48.4,72.0,1652.224,7151.4,3118.0,3064.0,9310.0,7840.341333333333,18098.37253333333,1234.5925333333332
48.2,53.4,50.8,46.2,84.12,1461.186,6355.4,6651.0,926.0,6279.0,6759.362,15417.3881,1793.4695
59.3,64.3,61.2,53.1,74.89,1167.52,5058.4,1888.0,2029.0,5425.0,6489.333333333333,11792.324233333333,785.3395333333333
50.9,59.3,55.2,46.1,71.83,1298.684,5592.0,0.0,2743.0,7937.0,7115.614666666666,13750.201566666667,428.42026666666663
57.6,58.4,58.0,51.1,77.78,1255.532,5358.2,1056.0,489.0,9996.0,6218.250666666667,14152.865566666667,369.92126666666667
51.0,69.9,61.4,50.9,69.83,1238.78,5375.0,3130.0,2745.0,6316.0,5494.946666666667,13711.969166666666,1176.1096666666667
60.7,65.7,63.3,58.1,83.08,1176.172,5061.8,944.0,1311.0,7688.0,6296.637333333333,12566.533233333334,456.0607333333333
59.2,73.3,66.9,55.3,67.22,1417.97,6163.2,2831.0,1929.0,7382.0,7419.596666666666,14804.776666666667,1007.5507666666666
53.6,69.2,61.4,54.3,78.28,1354.53,5873.4,929.0,3935.0,7955.0,6367.23,15118.0888,810.2907
54.8,56.3,55.6,53.8,93.86,1764.342,7497.2,916.0,2253.0,9820.0,10571.154,17624.3252,611.3469
62.0,71.3,67.3,57.3,70.84,1822.264,7732.2,1058.0,9415.0,5661.0,9053.421333333334,19084.359233333333,1610.3907333333332
58.1,63.8,60.7,54.5,80.46,1392.6,5872.0,1066.0,643.0,7324.0,9082.7,13151.3473,417.28639999999996
61.2,70.9,66.9,58.8,75.51,1680.498,7191.6,996.0,3722.0,9952.0,8667.826,18109.2957,815.4567
60.3,64.3,61.7,58.5,89.16,2296.522,9782.2,4085.0,7457.0,8190.0,11824.487333333333,23569.260133333333,2100.198233333333
58.3,58.9,58.6,55.9,90.82,1516.29,6411.6,1405.0,582.0,10225.0,8505.89,15890.5009,485.69989999999996
59.7,65.5,61.7,56.8,84.13,1720.922,7306.2,1507.0,6622.0,5960.0,9286.080666666667,17422.673366666666,1340.7811666666666
57.0,62.5,59.1,55.6,88.37,2198.864,9322.6,508.0,8022.0,12815.0,10000.294666666667,24927.965466666665,1292.4524666666666
58.3,68.5,62.4,55.7,78.77,1280.454,5472.0,979.0,5024.0,3692.0,7368.138,12449.5099,980.1995
62.2,66.4,64.4,62.1,92.03,1518.458,6414.6,2400.0,444.0,9710.0,8295.652666666667,15914.824566666666,706.9609666666666
59.7,64.9,62.2,55.2,78.49,1394.092,5889.2,0.0,351.0,9425.0,8721.497333333333,13956.919433333333,115.10053333333333
56.2,59.5,57.6,54.7,90.03,1756.24,7441.4,4840.0,347.0,9666.0,9325.593333333332,18162.288233333333,1294.5017333333333
54.8,67.2,62.7,51.3,67.53,2106.114,8939.4,2498.0,8255.0,10886.0,8782.438,24131.5244,1798.1598999999999
56.2,63.5,59.5,51.8,76.06,1095.242,4652.8,0.0,420.0,5082.0,8109.540666666667,9466.820566666667,120.96416666666666
56.5,60.4,59.2,54.0,83.1,1687.858,7174.6,2034.0,2147.0,9290.0,9460.779333333334,17294.558133333332,859.5764333333333
45.1,51.1,48.9,41.5,75.55,1166.972,5023.6,1863.0,2117.0,3345.0,7651.010666666667,10414.213566666667,801.2944666666666
47.1,48.6,48.0,42.8,82.2,1732.446,7357.0,2630.0,414.0,7806.0,11487.182,15837.423499999999,785.0713
45.6,54.2,50.0,42.5,76.19,1914.504,8160.6,1020.0,5028.0,11659.0,9271.228,21229.235399999998,1003.4766
41.3,51.7,45.7,39.9,81.02,1926.728,8209.0,969.0,3799.0,8463.0,12044.822666666667,18429.390366666667,847.1026666666667
47.2,49.6,48.1,44.0,85.83,2061.252,8753.4,2930.0,7494.0,7126.0,10703.644,21115.5912,1816.1077999999998
50.4,58.2,54.7,48.9,81.25,1266.33,5359.6,1061.0,339.0,7654.0,7778.09,12539.893,364.0401
46.0,49.9,47.6,45.5,92.26,1964.442,8385.4,0.0,7871.0,9876.0,9691.134,21387.6816,1146.9986999999999
51.6,64.6,59.4,52.2,78.06,1576.93,6677.2,1065.0,453.0,8968.0,10152.343333333334,15137.186933333332,399.26143333333334
49.2,53.1,50.8,50.1,97.49,1518.53,6384.6,1162.0,317.0,9864.0,9053.376666666667,15405.372466666666,395.1381666666666
50.3,54.0,52.1,50.4,93.78,2085.648,8788.6,1299.0,3124.0,11648.0,12053.596,21207.8762,834.3349999999999
57.1,63.9,59.6,56.7,90.18,1660.246,6933.2,2363.0,296.0,13225.0,7836.7953333333335,18953.423833333334,672.9854333333333
55.3,58.7,56.7,54.2,91.59,1941.94,8210.4,3712.0,4357.0,7313.0,10822.393333333333,19241.437633333335,1579.6153333333332
58.1,71.3,65.8,56.5,72.81,1652.896,6920.4,0.0,299.0,13027.0,9338.885333333334,17741.596833333333,111.83513333333333
60.6,64.9,62.2,54.0,74.42,1954.648,8214.0,1067.0,5186.0,10680.0,10126.769333333334,20883.656533333335,1043.6231333333333
53.7,57.3,55.3,53.1,92.08,1865.636,7881.4,4459.0,364.0,9115.0,11001.278666666667,18207.712466666668,1218.0016666666666
58.5,66.0,62.8,58.0,84.57,1853.918,7795.6,1478.0,2433.0,7385.0,12449.032666666666,16790.018466666665,788.2461666666667
60.4,62.0,61.1,59.7,94.95,1437.568,6286.8,0.0,348.0,5766.0,11294.829333333333,11700.516533333333,136.62493333333333
56.8,61.8,59.4,50.7,73.34,1785.688,7645.2,1374.0,4856.0,8949.0,9399.089333333333,18770.365933333334,1067.9067333333332
58.3,61.5,59.5,53.6,81.02,512.158,2138.8,0.0,283.0,1765.0,4093.1393333333335,4059.0525333333335,70.98443333333333
48.2,57.6,53.5,42.5,66.86,545.428,2267.2,0.0,269.0,2749.0,3874.8893333333335,4895.311233333333,67.00013333333334
40.5,57.3,50.0,42.4,76.34,811.008,3386.0,0.0,1935.0,4256.0,4712.236,8232.5141,300.176
40.4,46.1,42.8,40.5,91.73,1283.21,5389.0,0.0,4700.0,8915.0,5175.136666666666,15402.401166666667,678.9991666666666
48.1,49.2,48.6,47.3,95.21,496.216,2067.8,0.0,293.0,1991.0,3791.1253333333334,4133.746633333333,69.83793333333332
58.3,58.5,58.4,56.2,92.47,1443.602,6051.8,1346.0,2115.0,12245.0,5669.300666666667,17690.165266666667,656.6419666666666
46.0,54.6,50.8,40.8,69.06,492.55,2065.4,0.0,282.0,1936.0,3791.9633333333336,4071.0192333333334,68.36423333333333
53.4,55.9,54.5,49.9,84.29,1485.686,6313.0,0.0,4387.0,7068.0,8532.708666666667,15046.919266666666,664.0415666666667
41.2,55.3,48.1,46.0,92.6,1500.592,6330.6,1265.0,397.0,6583.0,10657.537333333334,13171.877633333334,445.03773333333334
55.3,60.5,57.6,52.9,84.67,2082.378,8855.8,1105.0,5515.0,10690.0,11213.306,21761.8786,1106.4185
56.6,57.0,56.8,53.9,90.03,1844.758,7892.8,5042.0,301.0,6374.0,12052.919333333333,16458.46253333333,1360.3386333333333
52.9,55.1,53.9,52.6,95.19,1501.06,6386.4,1715.0,314.0,6500.0,10482.973333333333,13270.707133333333,541.6121333333333
41.8,48.9,45.0,41.4,87.25,2171.226,9168.8,0.0,4573.0,15375.0,10683.242,24410.9948,704.0381
44.4,50.1,47.4,38.6,72.69,2611.6,11098.0,3697.0,304.0,13767.0,16521.053333333333,24939.362533333333,1067.8297333333333
35.5,49.5,42.5,37.4,82.93,1887.124,7978.4,3445.0,320.0,6024.0,13672.061333333333,15752.034133333333,988.3453333333333
45.2,45.6,45.4,43.0,91.43,2156.146,9031.6,1018.0,4165.0,13281.0,11363.735333333334,23134.566133333334,901.8022333333333
42.5,51.3,47.6,40.3,76.28,2214.398,9293.0,978.0,4933.0,11076.0,12793.212666666666,22347.39346666667,1008.9311666666666
40.5,44.9,42.8,40.8,92.43,2047.994,8554.6,1055.0,295.0,16345.0,10845.504666666666,22544.177466666668,378.52416666666664
43.7,49.4,47.0,40.9,79.4,1491.988,6330.8,1606.0,571.0,7503.0,9715.729333333333,13996.333833333332,543.6393333333333
37.1,38.8,37.9,35.8,92.08,2309.754,9674.0,1991.0,4660.0,13564.0,11876.717999999999,24837.2165,1209.5113
38.6,38.8,38.7,35.6,88.35,2610.094,10942.4,2588.0,2199.0,14990.0,15308.831333333334,26309.637533333334,1046.4930333333332
40.8,43.5,42.0,38.3,86.75,2183.858,9140.6,5201.0,2097.0,7066.0,13943.492666666667,19771.773866666666,1658.5823666666665
42.5,44.1,43.6,40.6,89.22,1723.654,7209.0,1089.0,253.0,10750.0,10744.051333333333,17023.581533333334,382.04563333333334
35.2,41.7,38.8,31.6,75.93,2095.856,8770.2,1015.0,3954.0,11026.0,12181.318666666666,21168.214666666667,879.6564666666666
37.0,38.1,37.5,35.2,91.38,1751.836,7360.4,1139.0,549.0,9455.0,11571.845333333333,16477.004633333334,441.59433333333334
35.7,35.8,35.8,31.2,83.17,1932.378,8145.0,2867.0,297.0,9001.0,12785.646,17745.4994,836.7655
40.3,43.8,41.9,36.1,79.8,2522.618,10570.6,2168.0,6181.0,13685.0,12953.372666666666,26953.453066666665,1468.2907666666665
36.4,41.6,39.1,33.0,78.72,1899.054,7938.2,1573.0,4131.0,13451.0,8285.498,22117.4166,1007.0460999999999
41.2,44.8,43.3,35.0,72.6,1395.598,5884.8,3556.0,279.0,5678.0,8750.239333333333,12946.651933333333,970.1314333333332
39.9,43.5,41.6,36.8,83.16,1569.716,6626.0,1088.0,288.0,8926.0,10190.198666666667,14990.474066666666,382.69166666666666
41.6,41.7,41.6,38.2,87.5,2801.012,11745.0,1063.0,11020.0,15111.0,12687.950666666666,31551.61566666667,1856.4680666666666
35.9,43.7,40.8,32.5,72.21,1644.94,6876.8,1182.0,769.0,7810.0,11258.293333333333,14934.485033333334,480.0007333333333
44.3,46.1,45.1,43.7,94.9,1719.23,7221.6,2031.0,283.0,8818.0,11216.256666666666,16119.449466666667,619.2805666666667
41.3,45.2,43.4,37.8,80.57,2331.728,9730.4,0.0,7941.0,13601.0,11282.522666666666,25895.719966666667,1168.1648666666665
40.5,40.7,40.6,39.0,93.84,3134.942,13235.8,9356.0,353.0,17847.0,16023.560666666666,32992.552866666665,2443.1805666666664
44.4,47.1,46.0,37.5,72.16,2946.188,12410.8,2090.0,6915.0,10636.0,18691.962666666666,27487.98576666667,1596.5856666666666
32.7,38.8,35.4,32.7,90.21,1762.06,7438.4,1141.0,299.0,10428.0,11266.913333333334,17055.89383333333,405.25693333333334
39.8,46.4,43.7,36.8,76.84,2067.636,8705.0,1012.0,5828.0,8561.0,12159.392,20368.5792,1134.7852
42.6,46.3,43.8,38.0,80.39,2153.12,9141.4,3422.0,295.0,10919.0,13611.346666666666,20457.292566666667,977.2872666666666
42.0,43.2,42.6,33.4,69.76,2487.934,10566.6,4751.0,318.0,11908.0,15659.231333333333,23495.357433333334,1319.2972333333332
42.0,47.8,44.2,39.8,84.55,1769.016,7427.4,459.0,3710.0,10263.0,9742.512,18545.187,692.0052
42.0,44.4,42.9,38.6,84.52,2213.404,9371.6,1133.0,2354.0,12283.0,13585.761333333334,21819.986533333333,701.3075333333333
31.7,46.0,40.3,33.8,78.33,2274.584,9650.2,4176.0,2428.0,8728.0,14347.314666666667,21109.360266666667,1457.5150666666666
30.3,42.9,35.3,32.2,88.93,1758.754,7451.4,1102.0,278.0,8281.0,12515.211333333333,15551.965633333333,403.6870333333333
30.1,30.4,30.3,27.9,90.85,2305.104,9665.6,1050.0,3817.0,12740.0,13412.668,23378.0567,878.8724
27.8,39.9,34.3,29.6,83.13,1588.062,6611.2,1152.0,254.0,7759.0,11038.034,14304.5941,400.8139
29.4,34.3,31.2,28.8,90.74,1847.746,7804.2,1103.0,1448.0,8911.0,12343.375333333333,17089.989233333334,561.6948333333333
39.7,50.2,44.7,39.8,83.39,1974.808,8291.2,980.0,3849.0,12941.0,9906.589333333333,21756.152233333334,837.8951333333333
41.7,48.2,44.2,36.3,73.65,2736.876,11491.2,1706.0,3687.0,14313.0,16635.852,26945.0193,1045.9292
37.1,37.3,37.2,31.0,78.15,2762.218,11508.8,3410.0,2281.0,12929.0,17515.679333333333,26120.614133333333,1275.7050333333332
37.8,50.1,44.4,35.5,71.35,1797.066,7467.6,1636.0,243.0,10567.0,11275.842,17522.507,517.8429
45.2,46.2,45.6,42.7,89.71,2623.194,10947.0,1123.0,5810.0,11093.0,16373.938,25062.0269,1192.4559
45.5,48.9,47.3,42.0,81.93,2196.052,9121.6,1233.0,2658.0,11679.0,13506.297333333334,21528.410933333333,766.5463333333333
37.2,47.1,41.1,36.6,84.26,1949.758,8083.2,1859.0,276.0,13592.0,10940.439333333334,20499.410433333334,572.8012333333334
39.4,39.9,39.6,34.5,81.57,1982.576,8227.8,1191.0,200.0,12251.0,12518.618666666667,19426.657066666667,413.41946666666666
46.3,50.1,48.1,45.2,89.82,2611.264,10934.6,3819.0,4550.0,12673.0,14443.941333333332,26569.753933333333,1659.3585333333333
46.6,48.4,47.7,45.2,90.91,2409.048,10055.2,1971.0,3091.0,11962.0,14817.096,23407.4855,1015.1869999999999
48.4,51.7,50.4,47.1,88.4,2257.848,9431.6,2985.0,2316.0,14350.0,11721.476,24252.7678,1130.0962
43.9,46.4,45.0,41.6,88.05,2694.968,11219.0,4588.0,3368.0,9084.0,17646.562666666665,24267.373466666668,1712.0686666666666
40.0,40.6,40.3,37.9,90.94,2580.28,10693.6,1109.0,2773.0,9480.0,18757.653333333332,22073.580233333334,795.1611333333333
46.2,53.4,49.8,46.9,89.68,2532.198,10650.0,4122.0,1490.0,7960.0,18069.806,21412.3735,1346.9161
43.6,46.8,45.1,42.9,91.91,3113.052,13004.0,1980.0,8554.0,15823.0,16459.784,32739.1762,1773.4348
39.9,46.8,42.6,37.4,81.92,3298.956,13766.4,4836.0,2434.0,14906.0,20936.332,31010.1332,1669.7246
37.0,37.3,37.1,35.3,92.92,2558.916,10750.6,3595.0,3597.0,13485.0,14161.792,26224.9201,1472.6354
42.1,47.4,44.6,35.6,70.88,2216.542,9295.2,0.0,3457.0,14071.0,12599.747333333333,23154.881133333332,567.9152333333333
44.3,46.3,45.1,42.1,89.11,2759.738,11489.2,2461.0,2739.0,12355.0,18127.392666666667,25550.40426666667,1112.7857666666666
46.9,51.7,49.5,42.9,78.11,1644.106,6869.4,0.0,3094.0,8987.0,9858.355333333333,16480.022833333333,498.0066333333333
52.0,55.7,53.8,47.8,80.38,1510.108,6338.4,1130.0,846.0,6671.0,10510.149333333333,13467.947133333333,472.1965333333333
46.2,46.4,46.3,42.0,84.73,2291.852,9669.8,1241.0,5326.0,11752.0,12794.770666666667,23546.238466666666,1126.1086666666665
40.6,47.3,44.1,38.9,82.1,2183.248,9283.4,2113.0,286.0,14591.0,12610.069333333333,22528.614733333332,648.9769333333334
52.6,53.9,53.1,48.2,83.49,1825.184,7761.8,1966.0,2445.0,7824.0,11587.494666666667,17157.666166666666,901.2774666666667
49.6,55.2,52.7,46.7,80.09,1695.814,7078.0,1288.0,282.0,10294.0,10579.491333333333,16670.323633333333,433.13263333333333
46.4,54.3,49.7,46.5,88.7,2043.55,8625.6,2197.0,3511.0,9793.0,11897.783333333333,20332.785933333333,1104.4206333333332
51.8,52.0,51.9,46.6,81.93,1788.44,7534.0,1162.0,284.0,8963.0,12385.486666666666,16201.576866666666,417.80606666666665
41.1,43.5,42.4,40.0,91.38,1894.076,8056.2,1307.0,285.0,9992.0,12789.718666666666,17522.753766666665,456.07626666666664
42.3,44.9,43.4,42.4,96.25,1705.818,7147.4,1261.0,290.0,7997.0,12026.905999999999,15156.0033,440.08029999999997
36.1,42.2,39.3,38.6,97.42,2871.408,12274.4,5594.0,2621.0,11116.0,18130.636,26613.7491,1857.8324
43.4,49.6,45.5,43.4,92.21,2881.656,12158.6,6505.0,340.0,9362.0,20103.252,24630.9262,1784.825
40.6,41.1,40.9,37.6,87.89,2024.932,8661.0,5918.0,339.0,9738.0,11396.917333333333,20100.927633333333,1571.8315333333333
39.3,44.7,41.9,40.8,96.08,2686.912,11363.4,782.0,6883.0,14512.0,14595.497333333333,28156.672233333335,1240.3585333333333
46.2,46.6,46.3,44.8,94.29,2135.852,9100.2,1162.0,3430.0,9391.0,13776.650666666666,20047.600466666667,857.3722666666666
42.9,51.9,47.9,40.1,74.9,1572.282,6688.8,1007.0,350.0,8657.0,10384.514,14819.6193,373.12309999999997
38.3,47.9,42.1,35.9,79.06,2186.988,9262.4,1034.0,846.0,14983.0,12743.136,22645.7186,464.21439999999996
44.1,44.2,44.2,43.1,96.06,1980.306,8393.6,2521.0,6054.0,8015.0,10497.962,20324.2677,1518.7291
41.8,44.8,43.4,38.4,82.69,1740.368,7414.4,1775.0,380.0,4940.0,13782.502666666667,13538.305266666666,592.2816666666666
36.4,37.7,37.1,36.3,96.62,1858.998,7947.4,0.0,376.0,10447.0,12917.266,17120.778299999998,152.0127
33.8,39.9,37.4,33.9,87.09,2325.018,9977.4,4670.0,7640.0,7552.0,12012.826,23644.1751,2268.8855
41.2,47.0,43.9,41.0,89.85,1882.308,7949.2,1116.0,387.0,13359.0,10770.436,19718.4577,406.22319999999996
40.5,41.0,40.8,37.9,89.23,1645.022,7038.6,1107.0,320.0,5935.0,12671.520666666667,13383.309966666666,412.63876666666664
37.4,42.1,39.7,36.6,88.63,2239.856,9423.4,0.0,2421.0,11409.0,15026.938666666667,20904.177566666665,447.24486666666667
39.5,42.4,40.7,38.1,90.42,2834.988,12048.0,4925.0,311.0,15606.0,16997.076,27912.6693,1370.1871999999998
37.6,41.3,39.0,33.5,80.51,2381.766,10058.2,3725.0,3818.0,7367.0,15662.062,21312.9023,1548.3720999999998
39.0,39.6,39.3,36.2,88.61,2308.196,9748.2,1142.0,280.0,12792.0,15550.358666666667,21536.521266666667,436.69326666666666
38.4,39.9,39.1,36.1,88.75,2676.024,11292.8,1487.0,6199.0,11077.0,16462.268,25703.1805,1334.5344
39.3,41.8,40.5,39.1,94.82,1640.646,6950.0,0.0,261.0,7261.0,12580.142,13740.9874,134.6587
34.0,46.7,40.6,36.4,86.02,1953.922,8342.4,1165.0,267.0,9437.0,13829.227333333332,17389.746133333334,427.7092333333333
44.0,46.6,45.3,41.1,85.4,1534.652,6505.4,336.0,280.0,7241.0,11276.370666666666,13325.700266666667,208.31946666666667
35.4,35.8,35.6,33.6,92.22,2936.034,12446.6,6247.0,2764.0,15188.0,15943.158,30085.7065,2016.9028999999998
33.5,47.5,41.1,34.1,77.29,2084.568,8835.4,2319.0,4435.0,8452.0,12450.896,20197.8139,1264.7842
39.5,41.9,40.6,37.0,86.93,1628.138,6879.2,1161.0,252.0,9531.0,10420.052666666666,15722.385366666667,397.17136666666664
44.2,49.0,46.8,39.0,74.36,2472.456,10383.2,1098.0,7803.0,13717.0,12074.232,27125.8919,1422.311
